Gene	Gene_short	Replicon_name
pdxR	pdxR	PHCA001.D.00001.C001
DXS	DXS	PHCA001.D.00001.C001
pdxA	pdxA	PHCA001.D.00001.C001
serC_pdxF	serC	PHCA001.D.00001.C001
yggS	yggS	PHCA001.D.00001.C001
pdxH	pdxH	PHCA001.D.00001.C001
pdxK_2	pdxK	PHCO001.D.00001.C001
DXS	DXS	PHCO001.D.00001.C001
yggS	yggS	PHCO001.D.00001.C001
pdxS	pdxS	PHCO001.D.00001.C001
pdxT	pdxT	PHCO001.D.00001.C001
serC_pdxF	serC	PHCO001.D.00001.C001
pdxA_3	pdxA	PHDA001.D.00001.C001
DXS	DXS	PHDA001.D.00001.C001
serC_pdxF	serC	PHDA001.D.00001.C001
pdxB	pdxB	PHDA001.D.00001.C001
pdxJ	pdxJ	PHDA001.D.00001.C001
epd	epd	PHDA001.D.00001.C001
yggS	yggS	PHDA001.D.00001.C001
pdxH	pdxH	PHDA001.D.00001.C002
pdxY	pdxY	PHDA001.D.00001.C002
pdxA_3	pdxA	PHDA001.D.00002.C001
DXS	DXS	PHDA001.D.00002.C001
serC_pdxF	serC	PHDA001.D.00002.C001
pdxB	pdxB	PHDA001.D.00002.C001
pdxJ	pdxJ	PHDA001.D.00002.C001
yggS	yggS	PHDA001.D.00002.C001
pdxY	pdxY	PHDA001.D.00002.C002
pdxH	pdxH	PHDA001.D.00002.C002
yggS	yggS	PHDA001.D.00003.C001
epd	epd	PHDA001.D.00003.C001
pdxJ	pdxJ	PHDA001.D.00003.C001
pdxB	pdxB	PHDA001.D.00003.C001
serC_pdxF	serC	PHDA001.D.00003.C001
DXS	DXS	PHDA001.D.00003.C001
pdxA_3	pdxA	PHDA001.D.00003.C001
pdxY	pdxY	PHDA001.D.00003.C002
pdxH	pdxH	PHDA001.D.00003.C002
serC_pdxF	serC	PHDA001.D.00004.C001
DXS	DXS	PHDA001.D.00004.C001
pdxA_3	pdxA	PHDA001.D.00004.C001
yggS	yggS	PHDA001.D.00004.C001
epd	epd	PHDA001.D.00004.C001
pdxJ	pdxJ	PHDA001.D.00004.C001
pdxB	pdxB	PHDA001.D.00004.C001
pdxY	pdxY	PHDA001.D.00004.C002
pdxH	pdxH	PHDA001.D.00004.C002
pdxK_basu	pdxK	PHFA001.D.00001.C001
pdxT	pdxT	PHFA001.D.00001.C001
pdxS	pdxS	PHFA001.D.00001.C001
pdxP	pdxP	PHFA001.D.00001.C001
yggS	yggS	PHFA001.D.00001.C001
DXS	DXS	PHFA001.D.00001.C001
serC_pdxF	serC	PHFA001.D.00001.C001
pdxP	pdxP	PHFA001.D.00001.C001
yggS	yggS	PHGA001.D.00001.C001
epd	epd	PHGA001.D.00001.C001
pdxJ	pdxJ	PHGA001.D.00001.C001
pdxY	pdxY	PHGA001.D.00001.C001
serC_pdxF	serC	PHGA001.D.00001.C001
pdxB	pdxB	PHGA001.D.00001.C001
DXS	DXS	PHGA001.D.00001.C001
pdxA_3	pdxA	PHGA001.D.00001.C001
pdxH	pdxH	PHGA001.D.00001.C002
pdxJ	pdxJ	PHGA002.D.00001.C001
pdxA	pdxA	PHGA002.D.00001.C001
pdxH	pdxH	PHGA002.D.00001.C001
pdxR	pdxR	PHGA002.D.00001.C001
epd	epd	PHGA002.D.00001.C001
yggS	yggS	PHGA002.D.00001.C001
DXS	DXS	PHGA002.D.00001.C001
serC_pdxF	serC	PHGA002.D.00001.C001
yggS	yggS	PHGA002.D.00001.P004
pdxH	pdxH	PHGA002.D.00002.C001
pdxJ	pdxJ	PHGA002.D.00002.C001
pdxP	pdxP	PHGA002.D.00002.C001
yggS	yggS	PHGA002.D.00002.C001
DXS	DXS	PHGA002.D.00002.C001
serC_pdxF	serC	PHGA002.D.00002.C001
pdxR	pdxR	PHGA002.D.00002.C001
pdxA	pdxA	PHGA002.D.00002.C001
epd	epd	PHGA002.D.00002.C001
pdxJ	pdxJ	PHGA002.D.00003.C001
pdxA	pdxA	PHGA002.D.00003.C001
pdxH	pdxH	PHGA002.D.00003.C001
pdxR	pdxR	PHGA002.D.00003.C001
epd	epd	PHGA002.D.00003.C001
yggS	yggS	PHGA002.D.00003.C001
DXS	DXS	PHGA002.D.00003.C001
serC_pdxF	serC	PHGA002.D.00003.C001
yggS	yggS	PHGA002.D.00003.P004
pdxJ	pdxJ	PHGA002.D.00004.C001
pdxA	pdxA	PHGA002.D.00004.C001
pdxH	pdxH	PHGA002.D.00004.C001
pdxR	pdxR	PHGA002.D.00004.C001
epd	epd	PHGA002.D.00004.C001
yggS	yggS	PHGA002.D.00004.C001
DXS	DXS	PHGA002.D.00004.C001
serC_pdxF	serC	PHGA002.D.00004.C001
yggS	yggS	PHGA002.D.00004.P004
pdxJ	pdxJ	PHGA002.D.00005.C001
epd	epd	PHGA002.D.00005.C001
pdxR	pdxR	PHGA002.D.00005.C001
pdxH	pdxH	PHGA002.D.00005.C001
pdxA	pdxA	PHGA002.D.00005.C001
yggS	yggS	PHGA002.D.00005.C001
DXS	DXS	PHGA002.D.00005.C001
serC_pdxF	serC	PHGA002.D.00005.C001
yggS	yggS	PHGA002.D.00005.P004
pdxJ	pdxJ	PHGA002.D.00006.C001
pdxA	pdxA	PHGA002.D.00006.C001
pdxH	pdxH	PHGA002.D.00006.C001
pdxR	pdxR	PHGA002.D.00006.C001
epd	epd	PHGA002.D.00006.C001
yggS	yggS	PHGA002.D.00006.C001
DXS	DXS	PHGA002.D.00006.C001
serC_pdxF	serC	PHGA002.D.00006.C001
yggS	yggS	PHGA002.D.00006.P004
pdxJ	pdxJ	PHGA002.D.00007.C001
pdxA	pdxA	PHGA002.D.00007.C001
pdxH	pdxH	PHGA002.D.00007.C001
pdxR	pdxR	PHGA002.D.00007.C001
epd	epd	PHGA002.D.00007.C001
yggS	yggS	PHGA002.D.00007.C001
DXS	DXS	PHGA002.D.00007.C001
serC_pdxF	serC	PHGA002.D.00007.C001
yggS	yggS	PHGA002.D.00007.P004
pdxJ	pdxJ	PHGA002.D.00008.C001
pdxA	pdxA	PHGA002.D.00008.C001
pdxH	pdxH	PHGA002.D.00008.C001
pdxR	pdxR	PHGA002.D.00008.C001
epd	epd	PHGA002.D.00008.C001
yggS	yggS	PHGA002.D.00008.C001
DXS	DXS	PHGA002.D.00008.C001
serC_pdxF	serC	PHGA002.D.00008.C001
yggS	yggS	PHGA002.D.00008.P004
epd	epd	PHIN001.D.00001.C001
pdxR	pdxR	PHIN001.D.00001.C001
pdxH	pdxH	PHIN001.D.00001.C001
pdxA	pdxA	PHIN001.D.00001.C001
pdxJ	pdxJ	PHIN001.D.00001.C001
yggS	yggS	PHIN001.D.00001.C001
DXS	DXS	PHIN001.D.00001.C001
serC_pdxF	serC	PHIN001.D.00001.C001
pdxJ	pdxJ	PHIN001.D.00002.C001
epd	epd	PHIN001.D.00002.C001
pdxR	pdxR	PHIN001.D.00002.C001
pdxH	pdxH	PHIN001.D.00002.C001
pdxA	pdxA	PHIN001.D.00002.C001
yggS	yggS	PHIN001.D.00002.C001
DXS	DXS	PHIN001.D.00002.C001
serC_pdxF	serC	PHIN001.D.00002.C001
pdxH	pdxH	PHIN001.D.00003.C001
pdxA	pdxA	PHIN001.D.00003.C001
pdxJ	pdxJ	PHIN001.D.00003.C001
yggS	yggS	PHIN001.D.00003.C001
DXS	DXS	PHIN001.D.00003.C001
serC_pdxF	serC	PHIN001.D.00003.C001
epd	epd	PHIN001.D.00003.C001
pdxR	pdxR	PHIN001.D.00003.C001
pdxJ	pdxJ	PHIN001.D.00004.C001
epd	epd	PHIN001.D.00004.C001
pdxR	pdxR	PHIN001.D.00004.C001
pdxH	pdxH	PHIN001.D.00004.C001
pdxA	pdxA	PHIN001.D.00004.C001
yggS	yggS	PHIN001.D.00004.C001
DXS	DXS	PHIN001.D.00004.C001
serC_pdxF	serC	PHIN001.D.00004.C001
epd	epd	PHIN001.D.00005.C001
pdxR	pdxR	PHIN001.D.00005.C001
pdxH	pdxH	PHIN001.D.00005.C001
pdxA	pdxA	PHIN001.D.00005.C001
pdxJ	pdxJ	PHIN001.D.00005.C001
yggS	yggS	PHIN001.D.00005.C001
DXS	DXS	PHIN001.D.00005.C001
serC_pdxF	serC	PHIN001.D.00005.C001
epd	epd	PHIN001.D.00006.C001
pdxR	pdxR	PHIN001.D.00006.C001
pdxH	pdxH	PHIN001.D.00006.C001
pdxA	pdxA	PHIN001.D.00006.C001
pdxJ	pdxJ	PHIN001.D.00006.C001
yggS	yggS	PHIN001.D.00006.C001
DXS	DXS	PHIN001.D.00006.C001
serC_pdxF	serC	PHIN001.D.00006.C001
pdxJ	pdxJ	PHIN001.D.00007.C001
pdxA	pdxA	PHIN001.D.00007.C001
pdxH	pdxH	PHIN001.D.00007.C001
pdxR	pdxR	PHIN001.D.00007.C001
epd	epd	PHIN001.D.00007.C001
yggS	yggS	PHIN001.D.00007.C001
DXS	DXS	PHIN001.D.00007.C001
serC_pdxF	serC	PHIN001.D.00007.C001
epd	epd	PHIN001.D.00008.C001
pdxR	pdxR	PHIN001.D.00008.C001
pdxH	pdxH	PHIN001.D.00008.C001
pdxA	pdxA	PHIN001.D.00008.C001
pdxJ	pdxJ	PHIN001.D.00008.C001
yggS	yggS	PHIN001.D.00008.C001
DXS	DXS	PHIN001.D.00008.C001
serC_pdxF	serC	PHIN001.D.00008.C001
epd	epd	PHIN001.D.00009.C001
pdxR	pdxR	PHIN001.D.00009.C001
pdxH	pdxH	PHIN001.D.00009.C001
pdxA	pdxA	PHIN001.D.00009.C001
pdxJ	pdxJ	PHIN001.D.00009.C001
yggS	yggS	PHIN001.D.00009.C001
DXS	DXS	PHIN001.D.00009.C001
serC_pdxF	serC	PHIN001.D.00009.C001
epd	epd	PHIN001.D.00010.C001
pdxR	pdxR	PHIN001.D.00010.C001
pdxH	pdxH	PHIN001.D.00010.C001
pdxA	pdxA	PHIN001.D.00010.C001
pdxJ	pdxJ	PHIN001.D.00010.C001
yggS	yggS	PHIN001.D.00010.C001
DXS	DXS	PHIN001.D.00010.C001
serC_pdxF	serC	PHIN001.D.00010.C001
epd	epd	PHIN001.D.00011.C001
pdxR	pdxR	PHIN001.D.00011.C001
pdxH	pdxH	PHIN001.D.00011.C001
pdxA	pdxA	PHIN001.D.00011.C001
pdxJ	pdxJ	PHIN001.D.00011.C001
yggS	yggS	PHIN001.D.00011.C001
DXS	DXS	PHIN001.D.00011.C001
serC_pdxF	serC	PHIN001.D.00011.C001
pdxJ	pdxJ	PHIN001.D.00012.C001
pdxA	pdxA	PHIN001.D.00012.C001
pdxH	pdxH	PHIN001.D.00012.C001
pdxR	pdxR	PHIN001.D.00012.C001
epd	epd	PHIN001.D.00012.C001
yggS	yggS	PHIN001.D.00012.C001
DXS	DXS	PHIN001.D.00012.C001
serC_pdxF	serC	PHIN001.D.00012.C001
epd	epd	PHIN001.D.00013.C001
pdxR	pdxR	PHIN001.D.00013.C001
pdxH	pdxH	PHIN001.D.00013.C001
pdxA	pdxA	PHIN001.D.00013.C001
pdxJ	pdxJ	PHIN001.D.00013.C001
yggS	yggS	PHIN001.D.00013.C001
DXS	DXS	PHIN001.D.00013.C001
serC_pdxF	serC	PHIN001.D.00013.C001
epd	epd	PHIN001.D.00014.C001
pdxR	pdxR	PHIN001.D.00014.C001
pdxH	pdxH	PHIN001.D.00014.C001
pdxA	pdxA	PHIN001.D.00014.C001
pdxJ	pdxJ	PHIN001.D.00014.C001
yggS	yggS	PHIN001.D.00014.C001
DXS	DXS	PHIN001.D.00014.C001
serC_pdxF	serC	PHIN001.D.00014.C001
pdxJ	pdxJ	PHIN001.D.00015.C001
pdxA	pdxA	PHIN001.D.00015.C001
pdxH	pdxH	PHIN001.D.00015.C001
pdxR	pdxR	PHIN001.D.00015.C001
epd	epd	PHIN001.D.00015.C001
yggS	yggS	PHIN001.D.00015.C001
DXS	DXS	PHIN001.D.00015.C001
serC_pdxF	serC	PHIN001.D.00015.C001
epd	epd	PHIN001.D.00016.C001
pdxR	pdxR	PHIN001.D.00016.C001
pdxH	pdxH	PHIN001.D.00016.C001
pdxA	pdxA	PHIN001.D.00016.C001
pdxJ	pdxJ	PHIN001.D.00016.C001
yggS	yggS	PHIN001.D.00016.C001
DXS	DXS	PHIN001.D.00016.C001
serC_pdxF	serC	PHIN001.D.00016.C001
epd	epd	PHIN001.D.00017.C001
pdxR	pdxR	PHIN001.D.00017.C001
pdxH	pdxH	PHIN001.D.00017.C001
pdxA	pdxA	PHIN001.D.00017.C001
pdxJ	pdxJ	PHIN001.D.00017.C001
yggS	yggS	PHIN001.D.00017.C001
DXS	DXS	PHIN001.D.00017.C001
serC_pdxF	serC	PHIN001.D.00017.C001
epd	epd	PHIN001.D.00018.C001
pdxR	pdxR	PHIN001.D.00018.C001
pdxH	pdxH	PHIN001.D.00018.C001
pdxA	pdxA	PHIN001.D.00018.C001
pdxJ	pdxJ	PHIN001.D.00018.C001
yggS	yggS	PHIN001.D.00018.C001
DXS	DXS	PHIN001.D.00018.C001
serC_pdxF	serC	PHIN001.D.00018.C001
pdxJ	pdxJ	PHIN001.D.00019.C001
pdxA	pdxA	PHIN001.D.00019.C001
pdxH	pdxH	PHIN001.D.00019.C001
pdxR	pdxR	PHIN001.D.00019.C001
epd	epd	PHIN001.D.00019.C001
yggS	yggS	PHIN001.D.00019.C001
DXS	DXS	PHIN001.D.00019.C001
serC_pdxF	serC	PHIN001.D.00019.C001
epd	epd	PHIN001.D.00020.C001
pdxR	pdxR	PHIN001.D.00020.C001
pdxH	pdxH	PHIN001.D.00020.C001
pdxA	pdxA	PHIN001.D.00020.C001
pdxJ	pdxJ	PHIN001.D.00020.C001
yggS	yggS	PHIN001.D.00020.C001
DXS	DXS	PHIN001.D.00020.C001
serC_pdxF	serC	PHIN001.D.00020.C001
epd	epd	PHIN001.D.00021.C001
pdxR	pdxR	PHIN001.D.00021.C001
pdxH	pdxH	PHIN001.D.00021.C001
pdxA	pdxA	PHIN001.D.00021.C001
pdxJ	pdxJ	PHIN001.D.00021.C001
yggS	yggS	PHIN001.D.00021.C001
DXS	DXS	PHIN001.D.00021.C001
serC_pdxF	serC	PHIN001.D.00021.C001
pdxJ	pdxJ	PHIN001.D.00022.C001
epd	epd	PHIN001.D.00022.C001
pdxR	pdxR	PHIN001.D.00022.C001
pdxH	pdxH	PHIN001.D.00022.C001
pdxA	pdxA	PHIN001.D.00022.C001
yggS	yggS	PHIN001.D.00022.C001
DXS	DXS	PHIN001.D.00022.C001
serC_pdxF	serC	PHIN001.D.00022.C001
pdxA_3	pdxA	PHLA001.D.00001.C001
epd	epd	PHLA001.D.00001.C001
yggS	yggS	PHLA001.D.00001.C001
serC_pdxF	serC	PHLA001.D.00001.C001
pdxY	pdxY	PHLA001.D.00001.C001
pdxH	pdxH	PHLA001.D.00001.C001
pdxB	pdxB	PHLA001.D.00001.C001
pdxJ	pdxJ	PHLA001.D.00001.C001
DXS	DXS	PHLA001.D.00001.C001
pdxA_3	pdxA	PHLA001.D.00002.C001
epd	epd	PHLA001.D.00002.C001
yggS	yggS	PHLA001.D.00002.C001
serC_pdxF	serC	PHLA001.D.00002.C001
pdxY	pdxY	PHLA001.D.00002.C001
pdxH	pdxH	PHLA001.D.00002.C001
pdxB	pdxB	PHLA001.D.00002.C001
pdxJ	pdxJ	PHLA001.D.00002.C001
DXS	DXS	PHLA001.D.00002.C001
pdxA_3	pdxA	PHLA001.D.00003.C001
epd	epd	PHLA001.D.00003.C001
yggS	yggS	PHLA001.D.00003.C001
serC_pdxF	serC	PHLA001.D.00003.C001
pdxY	pdxY	PHLA001.D.00003.C001
pdxH	pdxH	PHLA001.D.00003.C001
pdxB	pdxB	PHLA001.D.00003.C001
pdxJ	pdxJ	PHLA001.D.00003.C001
DXS	DXS	PHLA001.D.00003.C001
pdxA_3	pdxA	PHLA001.D.00004.C001
epd	epd	PHLA001.D.00004.C001
yggS	yggS	PHLA001.D.00004.C001
serC_pdxF	serC	PHLA001.D.00004.C001
pdxY	pdxY	PHLA001.D.00004.C001
pdxH	pdxH	PHLA001.D.00004.C001
pdxB	pdxB	PHLA001.D.00004.C001
pdxJ	pdxJ	PHLA001.D.00004.C001
DXS	DXS	PHLA001.D.00004.C001
pdxH	pdxH	PHMI001.D.00001.C001
pdxA_2	pdxA	PHMI001.D.00001.C001
serC_pdxF	serC	PHMI001.D.00001.C001
pdxJ	pdxJ	PHMI001.D.00001.C001
DXS	DXS	PHMI001.D.00001.C001
yggS	yggS	PHMI001.D.00001.C001
epd	epd	PHPI001.D.00001.C001
pdxR	pdxR	PHPI001.D.00001.C001
pdxH	pdxH	PHPI001.D.00001.C001
pdxA	pdxA	PHPI001.D.00001.C001
pdxJ	pdxJ	PHPI001.D.00001.C001
yggS	yggS	PHPI001.D.00001.C001
DXS	DXS	PHPI001.D.00001.C001
serC_pdxF	serC	PHPI001.D.00001.C001
epd	epd	PHPI001.D.00002.C001
pdxR	pdxR	PHPI001.D.00002.C001
pdxH	pdxH	PHPI001.D.00002.C001
pdxA	pdxA	PHPI001.D.00002.C001
pdxJ	pdxJ	PHPI001.D.00002.C001
yggS	yggS	PHPI001.D.00002.C001
DXS	DXS	PHPI001.D.00002.C001
serC_pdxF	serC	PHPI001.D.00002.C001
epd	epd	PHPI001.D.00003.C001
pdxR	pdxR	PHPI001.D.00003.C001
pdxH	pdxH	PHPI001.D.00003.C001
pdxA	pdxA	PHPI001.D.00003.C001
pdxJ	pdxJ	PHPI001.D.00003.C001
yggS	yggS	PHPI001.D.00003.C001
DXS	DXS	PHPI001.D.00003.C001
serC_pdxF	serC	PHPI001.D.00003.C001
epd	epd	PHPI001.D.00004.C001
pdxR	pdxR	PHPI001.D.00004.C001
pdxH	pdxH	PHPI001.D.00004.C001
pdxA	pdxA	PHPI001.D.00004.C001
pdxJ	pdxJ	PHPI001.D.00004.C001
yggS	yggS	PHPI001.D.00004.C001
DXS	DXS	PHPI001.D.00004.C001
serC_pdxF	serC	PHPI001.D.00004.C001
pdxJ	pdxJ	PHPI001.D.00005.C001
pdxA	pdxA	PHPI001.D.00005.C001
pdxH	pdxH	PHPI001.D.00005.C001
pdxR	pdxR	PHPI001.D.00005.C001
epd	epd	PHPI001.D.00005.C001
yggS	yggS	PHPI001.D.00005.C001
DXS	DXS	PHPI001.D.00005.C001
serC_pdxF	serC	PHPI001.D.00005.C001
epd	epd	PHPI001.D.00006.C001
pdxR	pdxR	PHPI001.D.00006.C001
pdxH	pdxH	PHPI001.D.00006.C001
pdxA	pdxA	PHPI001.D.00006.C001
pdxJ	pdxJ	PHPI001.D.00006.C001
yggS	yggS	PHPI001.D.00006.C001
DXS	DXS	PHPI001.D.00006.C001
serC_pdxF	serC	PHPI001.D.00006.C001
epd	epd	PHPI001.D.00007.C001
pdxR	pdxR	PHPI001.D.00007.C001
pdxH	pdxH	PHPI001.D.00007.C001
pdxA	pdxA	PHPI001.D.00007.C001
pdxJ	pdxJ	PHPI001.D.00007.C001
yggS	yggS	PHPI001.D.00007.C001
DXS	DXS	PHPI001.D.00007.C001
serC_pdxF	serC	PHPI001.D.00007.C001
pdxJ	pdxJ	PHPO001.D.00001.C001
pdxH	pdxH	PHPO001.D.00001.C001
pdxA	pdxA	PHPO001.D.00001.C001
pdxR	pdxR	PHPO001.D.00001.C001
epd	epd	PHPO001.D.00001.C001
yggS	yggS	PHPO001.D.00001.C001
DXS	DXS	PHPO001.D.00001.C001
serC_pdxF	serC	PHPO001.D.00001.C001
pdxA_3	pdxA	PHPR001.D.00001.C001
DXS	DXS	PHPR001.D.00001.C001
serC_pdxF	serC	PHPR001.D.00001.C001
pdxY	pdxY	PHPR001.D.00001.C001
pdxB	pdxB	PHPR001.D.00001.C001
pdxJ	pdxJ	PHPR001.D.00001.C001
epd	epd	PHPR001.D.00001.C001
yggS	yggS	PHPR001.D.00001.C001
pdxH	pdxH	PHPR001.D.00001.C002
serC_pdxF	serC	PHSP001.D.00001.C001
yggS	yggS	PHSP001.D.00001.C001
epd	epd	PHSP001.D.00001.C001
pdxI	pdxI	PHSP001.D.00001.C001
pdxJ	pdxJ	PHSP001.D.00001.C001
pdxK_1	pdxK	PHSP001.D.00001.C001
pdxB	pdxB	PHSP001.D.00001.C001
pdxH	pdxH	PHSP001.D.00001.C001
pdxA_2	pdxA	PHSP001.D.00001.C001
serC_pdxF	serC	PHSP001.D.00001.C001
pdxP	pdxP	PHSP001.D.00001.C001
DXS	DXS	PHSP001.D.00001.C001
pdxA_3	pdxA	PHSP001.D.00001.C001
pdxR	pdxR	PHSP002.D.00001.C001
pdxA	pdxA	PHSP002.D.00001.C001
pdxJ	pdxJ	PHSP002.D.00001.C001
DXS	DXS	PHSP002.D.00001.C001
pdxH	pdxH	PHSP002.D.00001.C001
pdxK_1	pdxK	PHSP002.D.00001.C001
yggS	yggS	PHSP002.D.00001.C001
pdxH	pdxH	PHSP003.D.00001.C001
pdxA	pdxA	PHSP003.D.00001.C001
pdxJ	pdxJ	PHSP003.D.00001.C001
yggS	yggS	PHSP003.D.00001.C001
DXS	DXS	PHSP003.D.00001.C001
serC_pdxF	serC	PHSP003.D.00001.C001
epd	epd	PHSP003.D.00001.C001
pdxR	pdxR	PHSP003.D.00001.C001
serC_pdxF	serC	PHSU001.D.00001.C001
pdxP	pdxP	PHSU001.D.00001.C001
pdxK_basu	pdxK	PHSU001.D.00001.C001
pdxT	pdxT	PHSU001.D.00001.C001
pdxS	pdxS	PHSU001.D.00001.C001
pdxP	pdxP	PHSU001.D.00001.C001
yggS	yggS	PHSU001.D.00001.C001
DXS	DXS	PHSU001.D.00001.C001
pdxB	pdxB	PHTH001.D.00001.C001
pdxJ	pdxJ	PHTH001.D.00001.C001
epd	epd	PHTH001.D.00001.C001
DXS	DXS	PHTH001.D.00001.C001
pdxA_3	pdxA	PHTH001.D.00001.C001
yggS	yggS	PHTH001.D.00001.C001
serC_pdxF	serC	PHTH001.D.00001.C001
pdxH	pdxH	PHTH001.D.00001.C001
pdxY	pdxY	PHTH001.D.00001.C001
yggS	yggS	PHUR001.D.00001.C001
epd	epd	PHUR001.D.00001.C001
pdxI	pdxI	PHUR001.D.00001.C001
pdxJ	pdxJ	PHUR001.D.00001.C001
pdxK_1	pdxK	PHUR001.D.00001.C001
pdxB	pdxB	PHUR001.D.00001.C001
pdxH	pdxH	PHUR001.D.00001.C001
pdxA_2	pdxA	PHUR001.D.00001.C001
serC_pdxF	serC	PHUR001.D.00001.C001
pdxP	pdxP	PHUR001.D.00001.C001
DXS	DXS	PHUR001.D.00001.C001
pdxA_3	pdxA	PHUR001.D.00001.C001
pdxA_2	pdxA	PHUR001.D.00001.C001
serC_pdxF	serC	PHUR001.D.00001.C001
pdxY	pdxY	PHZU001.D.00001.C001
yggS	yggS	PHZU001.D.00001.C001
pdxP	pdxP	PHZU001.D.00001.C001
pdxJ	pdxJ	PHZU001.D.00001.C001
pdxA	pdxA	PHZU001.D.00001.C001
DXS	DXS	PHZU001.D.00001.C001
pdxH	pdxH	PHZU001.D.00001.C001
pdxR	pdxR	PHZU001.D.00001.C001
pdxP	pdxP	PHZU001.D.00001.P003
pdxK_1	pdxK	PHZU002.D.00001.C001
pdxR	pdxR	PHZU002.D.00001.C001
DXS	DXS	PHZU002.D.00001.C001
pdxA	pdxA	PHZU002.D.00001.C001
pdxJ	pdxJ	PHZU002.D.00001.C001
pdxH	pdxH	PHZU002.D.00001.C001
yggS	yggS	PHZU002.D.00001.C001
yggS	yggS	PISA001.D.00001.C001
pdxH	pdxH	PISA001.D.00001.C001
pdxH	pdxH	PISA001.D.00001.C001
pdxB	pdxB	PISA001.D.00001.C001
pdxY	pdxY	PISA001.D.00001.C001
serC_pdxF	serC	PISA001.D.00001.C001
pdxA_3	pdxA	PISA001.D.00001.C001
yggS	yggS	PISA001.D.00002.C001
pdxH	pdxH	PISA001.D.00002.C001
pdxH	pdxH	PISA001.D.00002.C001
pdxB	pdxB	PISA001.D.00002.C001
pdxY	pdxY	PISA001.D.00002.C001
pdxJ	pdxJ	PISA001.D.00002.C001
serC_pdxF	serC	PISA001.D.00002.C001
pdxA_3	pdxA	PISA001.D.00002.C001
pdxA_3	pdxA	PISA001.D.00003.C001
pdxH	pdxH	PISA001.D.00003.C001
pdxJ	pdxJ	PISA001.D.00003.C001
pdxY	pdxY	PISA001.D.00003.C001
pdxB	pdxB	PISA001.D.00003.C001
serC_pdxF	serC	PISA001.D.00003.C001
pdxH	pdxH	PISA001.D.00003.C001
pdxH	pdxH	PISA001.D.00003.C001
yggS	yggS	PISA001.D.00003.C001
yggS	yggS	PISA001.D.00004.C001
pdxH	pdxH	PISA001.D.00004.C001
pdxH	pdxH	PISA001.D.00004.C001
pdxB	pdxB	PISA001.D.00004.C001
pdxY	pdxY	PISA001.D.00004.C001
pdxJ	pdxJ	PISA001.D.00004.C001
serC_pdxF	serC	PISA001.D.00004.C001
pdxA_3	pdxA	PISA001.D.00004.C001
yggS	yggS	PISA001.D.00005.C001
pdxH	pdxH	PISA001.D.00005.C001
pdxH	pdxH	PISA001.D.00005.C001
pdxB	pdxB	PISA001.D.00005.C001
pdxY	pdxY	PISA001.D.00005.C001
pdxJ	pdxJ	PISA001.D.00005.C001
serC_pdxF	serC	PISA001.D.00005.C001
pdxA_3	pdxA	PISA001.D.00005.C001
pdxH	pdxH	PISA001.D.00006.C001
pdxB	pdxB	PISA001.D.00006.C001
pdxY	pdxY	PISA001.D.00006.C001
pdxJ	pdxJ	PISA001.D.00006.C001
serC_pdxF	serC	PISA001.D.00006.C001
pdxA_3	pdxA	PISA001.D.00006.C001
yggS	yggS	PISA001.D.00006.C001
pdxH	pdxH	PISA001.D.00006.C001
pdxB	pdxB	PISA001.D.00007.C001
serC_pdxF	serC	PISA001.D.00007.C001
pdxH	pdxH	PISA001.D.00007.C001
pdxH	pdxH	PISA001.D.00007.C001
yggS	yggS	PISA001.D.00007.C001
pdxA_3	pdxA	PISA001.D.00007.C001
pdxH	pdxH	PISA001.D.00007.C001
pdxJ	pdxJ	PISA001.D.00007.C001
pdxY	pdxY	PISA001.D.00007.C001
pdxB	pdxB	PISA001.D.00008.C001
serC_pdxF	serC	PISA001.D.00008.C001
pdxH	pdxH	PISA001.D.00008.C001
pdxH	pdxH	PISA001.D.00008.C001
yggS	yggS	PISA001.D.00008.C001
pdxA_3	pdxA	PISA001.D.00008.C001
pdxH	pdxH	PISA001.D.00008.C001
pdxJ	pdxJ	PISA001.D.00008.C001
pdxY	pdxY	PISA001.D.00008.C001
pdxH	pdxH	PISA001.D.00009.C001
pdxJ	pdxJ	PISA001.D.00009.C001
pdxY	pdxY	PISA001.D.00009.C001
pdxB	pdxB	PISA001.D.00009.C001
serC_pdxF	serC	PISA001.D.00009.C001
yggS	yggS	PISA001.D.00009.C001
pdxH	pdxH	PISA001.D.00009.C001
pdxH	pdxH	PISA001.D.00009.C001
pdxA_3	pdxA	PISA001.D.00009.C001
pdxH	pdxH	PISA001.D.00010.C001
pdxJ	pdxJ	PISA001.D.00010.C001
pdxY	pdxY	PISA001.D.00010.C001
pdxB	pdxB	PISA001.D.00010.C001
serC_pdxF	serC	PISA001.D.00010.C001
yggS	yggS	PISA001.D.00010.C001
pdxH	pdxH	PISA001.D.00010.C001
pdxH	pdxH	PISA001.D.00010.C001
pdxA_3	pdxA	PISA001.D.00010.C001
pdxY	pdxY	PISA001.D.00011.C001
pdxJ	pdxJ	PISA001.D.00011.C001
pdxH	pdxH	PISA001.D.00011.C001
serC_pdxF	serC	PISA001.D.00011.C001
yggS	yggS	PISA001.D.00011.C001
pdxH	pdxH	PISA001.D.00011.C001
pdxH	pdxH	PISA001.D.00011.C001
pdxA_3	pdxA	PISA001.D.00011.C001
pdxB	pdxB	PISA001.D.00011.C001
